spend_id,campaign_id,spend_date,channel,impressions,clicks,conversions,spend_amount,updated_at
SPEND-0000783,CMP-0031,2025-11-26,Paid Search,41898,2045,40,1140.28,2025-12-02 00:00:00
SPEND-0000784,CMP-0031,2025-11-27,Paid Search,18695,772,110,204.95,2025-12-05 00:00:00
SPEND-0000785,CMP-0031,2025-11-28,Paid Search,87108,6077,284,2369.96,2025-12-02 00:00:00
SPEND-0000786,CMP-0032,2024-02-03,Referral,49897,2182,312,1272.66,2024-02-06 00:00:00
SPEND-0000787,CMP-0032,2024-02-10,Referral,88737,5280,769,1334.92,2024-02-19 00:00:00
SPEND-0000788,CMP-0032,2024-03-02,Referral,128325,4697,377,1200.96,2024-03-09 00:00:00
SPEND-0000789,CMP-0032,2024-04-05,Referral,61033,4063,623,1083.01,2024-04-10 00:00:00
SPEND-0000790,CMP-0032,2024-04-06,Referral,137160,3186,368,1343.93,2024-04-15 00:00:00
SPEND-0000791,CMP-0032,2024-05-04,Referral,36639,368,21,479.43,2024-05-07 00:00:00
SPEND-0000792,CMP-0032,2024-05-24,Referral,46315,1909,217,599.88,2024-05-31 00:00:00
SPEND-0000793,CMP-0032,2024-06-08,Referral,42825,2640,381,1103.53,2024-06-09 00:00:00
SPEND-0000794,CMP-0032,2024-06-09,Referral,188232,12211,996,2378.35,2024-06-16 00:00:00
SPEND-0000795,CMP-0032,2024-08-02,Referral,78939,3773,568,2026.43,2024-08-04 00:00:00
SPEND-0000796,CMP-0032,2024-09-15,Referral,40047,601,52,709.38,2024-09-17 00:00:00
SPEND-0000797,CMP-0032,2024-09-23,Referral,80582,2963,402,1264.17,2024-09-29 00:00:00
SPEND-0000798,CMP-0032,2024-10-14,Referral,142284,7210,970,2269.83,2024-10-17 00:00:00
SPEND-0000799,CMP-0032,2024-10-18,Referral,195844,4807,492,2141.81,2024-10-24 00:00:00
SPEND-0000800,CMP-0032,2024-11-24,Referral,87769,1179,159,1375.97,2024-11-30 00:00:00
SPEND-0000801,CMP-0032,2024-11-30,Referral,14127,733,49,146.16,2024-12-07 00:00:00
SPEND-0000802,CMP-0032,2024-12-13,Referral,201647,13248,346,1912.19,2024-12-18 00:00:00
SPEND-0000803,CMP-0032,2024-12-21,Referral,14587,528,65,150.23,2024-12-24 00:00:00
SPEND-0000804,CMP-0032,2025-01-04,Referral,78083,5562,484,1922.32,2025-01-10 00:00:00
SPEND-0000805,CMP-0032,2025-01-06,Referral,25671,993,150,396.15,2025-01-15 00:00:00
SPEND-0000806,CMP-0032,2025-01-26,Referral,26412,446,21,323.74,2025-01-29 00:00:00
SPEND-0000807,CMP-0032,2025-03-12,Referral,43362,2293,303,730.4,2025-03-18 00:00:00
SPEND-0000808,CMP-0032,2025-03-16,Referral,8600,372,54,159.01,2025-03-20 00:00:00
SPEND-0000809,CMP-0032,2025-03-20,Referral,32246,710,61,749.97,2025-03-23 00:00:00
SPEND-0000810,CMP-0032,2025-04-07,Referral,65116,1837,91,761.8,2025-04-08 00:00:00
SPEND-0000811,CMP-0032,2025-04-12,Referral,199659,9162,1396,1764.36,2025-04-18 00:00:00
SPEND-0000812,CMP-0032,2025-04-17,Referral,46519,1810,208,581.94,2025-04-22 00:00:00
SPEND-0000813,CMP-0032,2025-04-20,Referral,27622,1480,176,382.14,2025-04-22 00:00:00
SPEND-0000814,CMP-0032,2025-05-15,Referral,148043,2770,359,1643.8,2025-05-23 00:00:00
SPEND-0000815,CMP-0032,2025-06-09,Referral,13509,348,11,238.31,2025-06-14 00:00:00
SPEND-0000816,CMP-0032,2025-08-23,Referral,45113,1720,129,407.31,2025-08-27 00:00:00
SPEND-0000817,CMP-0032,2025-09-07,Referral,57354,1249,34,924.6,2025-09-15 00:00:00
SPEND-0000818,CMP-0032,2025-09-21,Referral,56601,2591,259,541.22,2025-09-29 00:00:00
SPEND-0000819,CMP-0032,2025-11-11,Referral,111072,3987,251,1220.47,2025-11-14 00:00:00
SPEND-0000820,CMP-0032,2025-12-27,Referral,35147,1624,41,663.39,2025-12-29 00:00:00
SPEND-0000821,CMP-0033,2025-08-01,Paid Search,238587,8133,150,2241.32,2025-08-05 00:00:00
SPEND-0000822,CMP-0033,2025-08-02,Paid Search,74864,2205,179,1346.64,2025-08-04 00:00:00
SPEND-0000823,CMP-0033,2025-08-05,Paid Search,149557,8493,505,1815.16,2025-08-13 00:00:00
SPEND-0000824,CMP-0033,2025-08-12,Paid Search,50211,578,22,1223.39,2025-08-16 00:00:00
SPEND-0000825,CMP-0033,2025-08-24,Paid Search,194105,2080,219,2219.3,2025-08-31 00:00:00
SPEND-0000826,CMP-0033,2025-08-27,Paid Search,78844,4491,302,718.64,2025-09-01 00:00:00
SPEND-0000827,CMP-0033,2025-08-30,Paid Search,199034,5570,705,1747.18,2025-09-03 00:00:00
SPEND-0000828,CMP-0033,2025-09-02,Paid Search,92778,2295,105,1676.34,2025-09-05 00:00:00
SPEND-0000829,CMP-0033,2025-09-05,Paid Search,36807,915,61,800.55,2025-09-06 00:00:00
SPEND-0000830,CMP-0033,2025-09-16,Paid Search,98798,2893,92,1370.84,2025-09-18 00:00:00
SPEND-0000831,CMP-0033,2025-09-19,Paid Search,177034,8140,574,2029.06,2025-09-24 00:00:00
SPEND-0000832,CMP-0033,2025-09-26,Paid Search,120771,3316,508,1312.36,2025-10-01 00:00:00
SPEND-0000833,CMP-0033,2025-10-09,Paid Search,101621,6332,146,857.73,2025-10-09 00:00:00
SPEND-0000834,CMP-0033,2025-10-19,Paid Search,85638,3846,578,916.49,2025-10-28 00:00:00
SPEND-0000835,CMP-0033,2025-10-29,Paid Search,139191,10424,915,1610.26,2025-11-05 00:00:00
SPEND-0000836,CMP-0033,2025-11-05,Paid Search,8982,387,53,91.55,2025-11-08 00:00:00
SPEND-0000837,CMP-0033,2025-11-11,Paid Search,41483,2874,80,457.08,2025-11-15 00:00:00
SPEND-0000838,CMP-0034,2024-03-23,Paid Social,16260,1018,91,348.47,2024-04-01 00:00:00
SPEND-0000839,CMP-0034,2024-03-24,Paid Social,240724,8033,355,2222.26,2024-03-26 00:00:00
SPEND-0000840,CMP-0034,2024-03-26,Paid Social,84812,2534,212,903.23,2024-03-29 00:00:00
SPEND-0000841,CMP-0034,2024-03-27,Paid Social,166744,11383,807,2266.73,2024-04-05 00:00:00
SPEND-0000842,CMP-0034,2024-03-28,Paid Social,63567,1560,180,1198.01,2024-03-28 00:00:00
SPEND-0000843,CMP-0034,2024-03-30,Paid Social,125538,3621,527,1404.04,2024-04-06 00:00:00
SPEND-0000844,CMP-0034,2024-03-31,Paid Social,183635,10971,910,1685.69,2024-04-08 00:00:00
SPEND-0000845,CMP-0034,2024-04-02,Paid Social,26657,1283,51,403.49,2024-04-08 00:00:00
SPEND-0000846,CMP-0034,2024-04-09,Paid Social,133281,9260,1248,1985.23,2024-04-13 00:00:00
SPEND-0000847,CMP-0034,2024-04-11,Paid Social,4126,55,3,101.43,2024-04-13 00:00:00
SPEND-0000848,CMP-0034,2024-04-13,Paid Social,9597,451,57,128.62,2024-04-19 00:00:00
SPEND-0000849,CMP-0034,2024-04-17,Paid Social,16849,780,85,142.01,2024-04-25 00:00:00
SPEND-0000850,CMP-0034,2024-04-18,Paid Social,45364,1409,103,601.85,2024-04-22 00:00:00
SPEND-0000851,CMP-0034,2024-04-21,Paid Social,29050,1671,90,461.18,2024-04-24 00:00:00
SPEND-0000852,CMP-0034,2024-04-22,Paid Social,134339,9828,661,1802.3,2024-04-25 00:00:00
SPEND-0000853,CMP-0034,2024-04-23,Paid Social,8526,216,30,196.64,2024-05-02 00:00:00
SPEND-0000854,CMP-0034,2024-04-24,Paid Social,103784,882,118,1781.04,2024-04-28 00:00:00
SPEND-0000855,CMP-0034,2024-05-04,Paid Social,25338,1851,127,684.42,2024-05-12 00:00:00
SPEND-0000856,CMP-0034,2024-05-05,Paid Social,71262,4115,161,607.98,2024-05-07 00:00:00
SPEND-0000857,CMP-0034,2024-05-07,Paid Social,72253,3842,129,1058.14,2024-05-11 00:00:00
SPEND-0000858,CMP-0034,2024-05-19,Paid Social,89154,4433,163,1102.86,2024-05-25 00:00:00
SPEND-0000859,CMP-0034,2024-05-21,Paid Social,159720,5208,769,1371.22,2024-05-29 00:00:00
SPEND-0000860,CMP-0034,2024-05-22,Paid Social,35852,2153,167,305.03,2024-05-28 00:00:00
SPEND-0000861,CMP-0034,2024-05-23,Paid Social,138026,6959,547,1948.08,2024-05-23 00:00:00
SPEND-0000862,CMP-0034,2024-05-27,Paid Social,25264,1874,97,605.9,2024-05-27 00:00:00
SPEND-0000863,CMP-0034,2024-05-28,Paid Social,142355,3751,473,1404.77,2024-06-01 00:00:00
SPEND-0000864,CMP-0034,2024-06-02,Paid Social,38701,2653,387,370.41,2024-06-06 00:00:00
SPEND-0000865,CMP-0034,2024-06-06,Paid Social,136701,8354,1192,1235.44,2024-06-06 00:00:00
SPEND-0000866,CMP-0034,2024-06-07,Paid Social,186886,2246,98,1740.2,2024-06-07 00:00:00
SPEND-0000867,CMP-0034,2024-06-08,Paid Social,99483,6159,296,1968.19,2024-06-15 00:00:00
SPEND-0000868,CMP-0034,2024-06-13,Paid Social,128090,7627,593,1621.25,2024-06-17 00:00:00
SPEND-0000869,CMP-0035,2024-03-17,Email,183602,6582,234,1653.36,2024-03-26 00:00:00
SPEND-0000870,CMP-0035,2024-04-17,Email,77318,5125,553,1661.67,2024-04-18 00:00:00
SPEND-0000871,CMP-0035,2024-10-08,Email,22280,600,13,378.26,2024-10-12 00:00:00
SPEND-0000872,CMP-0035,2024-11-14,Email,36343,383,32,419.07,2024-11-14 00:00:00
SPEND-0000873,CMP-0035,2024-12-06,Email,77980,3014,374,652.09,2024-12-11 00:00:00
SPEND-0000874,CMP-0035,2024-12-29,Email,22595,291,16,596.17,2024-12-31 00:00:00
SPEND-0000875,CMP-0035,2025-02-27,Email,33307,537,77,524.92,2025-03-02 00:00:00
SPEND-0000876,CMP-0035,2025-03-19,Email,76379,5289,797,786.16,2025-03-24 00:00:00
SPEND-0000877,CMP-0035,2025-04-17,Email,93770,6859,851,837.02,2025-04-22 00:00:00
SPEND-0000878,CMP-0035,2025-06-20,Email,69883,3493,171,1422.32,2025-06-21 00:00:00
SPEND-0000879,CMP-0035,2025-08-18,Email,69629,2926,207,1009.38,2025-08-19 00:00:00
SPEND-0000880,CMP-0035,2025-08-22,Email,12772,359,36,168.2,2025-08-27 00:00:00
SPEND-0000881,CMP-0035,2025-08-28,Email,109782,6329,821,1018.86,2025-09-01 00:00:00
SPEND-0000882,CMP-0035,2025-09-23,Email,170384,8572,164,1551.7,2025-10-02 00:00:00
SPEND-0000883,CMP-0035,2025-09-29,Email,156495,6660,328,1412.95,2025-10-04 00:00:00
SPEND-0000884,CMP-0035,2025-10-22,Email,79802,3615,193,1124.99,2025-10-30 00:00:00
SPEND-0000885,CMP-0035,2025-10-30,Email,176677,11453,1768,2309.25,2025-11-02 00:00:00
SPEND-0000886,CMP-0035,2025-11-24,Email,134423,2861,376,1959.17,2025-12-02 00:00:00
SPEND-0000887,CMP-0036,2024-09-07,Paid Search,54088,1795,78,598.56,2024-09-07 00:00:00
SPEND-0000888,CMP-0036,2024-10-20,Paid Search,152683,9857,1528,2203.11,2024-10-26 00:00:00
SPEND-0000889,CMP-0036,2024-11-21,Paid Search,219308,13168,551,2279.07,2024-11-21 00:00:00
SPEND-0000890,CMP-0036,2024-11-29,Paid Search,36826,671,79,489.53,2024-12-05 00:00:00
SPEND-0000891,CMP-0036,2024-12-06,Paid Search,138999,5927,251,2286.96,2024-12-15 00:00:00
SPEND-0000892,CMP-0036,2024-12-13,Paid Search,50337,2143,114,860.37,2024-12-18 00:00:00
SPEND-0000893,CMP-0036,2025-01-26,Paid Search,32336,344,28,695.64,2025-01-26 00:00:00
SPEND-0000894,CMP-0036,2025-01-28,Paid Search,175490,3827,99,1567.8,2025-02-04 00:00:00
SPEND-0000895,CMP-0036,2025-02-14,Paid Search,144392,5669,798,1280.42,2025-02-21 00:00:00
SPEND-0000896,CMP-0036,2025-02-22,Paid Search,27591,982,138,230.9,2025-02-22 00:00:00
SPEND-0000897,CMP-0036,2025-02-23,Paid Search,43753,394,37,514.82,2025-02-23 00:00:00
SPEND-0000898,CMP-0036,2025-03-05,Paid Search,56717,3298,349,708.38,2025-03-11 00:00:00
SPEND-0000899,CMP-0036,2025-03-17,Paid Search,84924,3734,331,885.47,2025-03-24 00:00:00
SPEND-0000900,CMP-0036,2025-04-05,Paid Search,119279,4521,275,1532.72,2025-04-12 00:00:00
SPEND-0000901,CMP-0036,2025-04-27,Paid Search,26887,327,46,767.45,2025-05-03 00:00:00
SPEND-0000902,CMP-0036,2025-05-26,Paid Search,237842,9025,490,2043.52,2025-05-28 00:00:00
SPEND-0000903,CMP-0036,2025-06-16,Paid Search,167307,5343,678,1491.31,2025-06-25 00:00:00
SPEND-0000904,CMP-0036,2025-08-03,Paid Search,171756,4166,564,1888.88,2025-08-11 00:00:00
SPEND-0000905,CMP-0036,2025-08-04,Paid Search,148356,2245,176,1829.46,2025-08-08 00:00:00
SPEND-0000906,CMP-0036,2025-08-09,Paid Search,109127,6992,426,959.17,2025-08-17 00:00:00
SPEND-0000907,CMP-0036,2025-08-21,Paid Search,100222,3714,275,1104.05,2025-08-27 00:00:00
SPEND-0000908,CMP-0036,2025-08-28,Paid Search,218039,2406,43,1883.89,2025-09-06 00:00:00
SPEND-0000909,CMP-0036,2025-08-29,Paid Search,198199,5452,458,1756.06,2025-09-03 00:00:00
SPEND-0000910,CMP-0036,2025-09-08,Paid Search,127931,1586,218,1998.47,2025-09-13 00:00:00
SPEND-0000911,CMP-0036,2025-09-16,Paid Search,134110,6711,1004,2372.8,2025-09-18 00:00:00
SPEND-0000912,CMP-0036,2025-09-20,Paid Search,48947,1801,165,687.12,2025-09-21 00:00:00
SPEND-0000913,CMP-0036,2025-09-28,Paid Search,116429,3296,347,1317.32,2025-10-01 00:00:00
SPEND-0000914,CMP-0036,2025-10-06,Paid Search,32044,424,59,560.71,2025-10-08 00:00:00
SPEND-0000915,CMP-0036,2025-10-14,Paid Search,69648,2250,195,756.78,2025-10-18 00:00:00
SPEND-0000916,CMP-0036,2025-11-04,Paid Search,54097,3947,64,931.45,2025-11-12 00:00:00
SPEND-0000917,CMP-0036,2025-12-14,Paid Search,120531,4972,494,1622.97,2025-12-17 00:00:00
SPEND-0000918,CMP-0036,2025-12-29,Paid Search,80801,971,61,1848.69,2025-12-29 00:00:00
